DATE,DGS7
2017-01-25,2.33
2017-01-26,2.30
2017-01-27,2.28
2017-01-30,2.28
2017-01-31,2.24
2017-02-01,2.27
2017-02-02,2.27
2017-02-03,2.27
2017-02-06,2.19
2017-02-07,2.17
2017-02-08,2.14
2017-02-09,2.20
2017-02-10,2.22
2017-02-13,2.24
2017-02-14,2.29
2017-02-15,2.33
2017-02-16,2.26
2017-02-17,2.23
2017-02-20,.
2017-02-21,2.24
2017-02-22,2.23
2017-02-23,2.20
2017-02-24,2.12
2017-02-27,2.18
2017-02-28,2.19
2017-03-01,2.29
2017-03-02,2.32
2017-03-03,2.32
2017-03-06,2.32
2017-03-07,2.34
2017-03-08,2.38
2017-03-09,2.43
2017-03-10,2.40
2017-03-13,2.43
2017-03-14,2.42
2017-03-15,2.31
2017-03-16,2.34
2017-03-17,2.31
2017-03-20,2.28
2017-03-21,2.24
2017-03-22,2.22
2017-03-23,2.23
2017-03-24,2.22
2017-03-27,2.20
2017-03-28,2.25
2017-03-29,2.21
2017-03-30,2.25
2017-03-31,2.22
2017-04-03,2.16
2017-04-04,2.16
2017-04-05,2.14
2017-04-06,2.15
2017-04-07,2.20
2017-04-10,2.18
2017-04-11,2.11
2017-04-12,2.09
2017-04-13,2.05
2017-04-14,.
2017-04-17,2.07
2017-04-18,1.98
2017-04-19,2.02
2017-04-20,2.06
2017-04-21,2.05
2017-04-24,2.09
2017-04-25,2.15
2017-04-26,2.12
2017-04-27,2.10
2017-04-28,2.10
2017-05-01,2.13
2017-05-02,2.09
2017-05-03,2.14
2017-05-04,2.17
2017-05-05,2.17
2017-05-08,2.19
2017-05-09,2.22
2017-05-10,2.22
2017-05-11,2.20
2017-05-12,2.13
2017-05-15,2.14
2017-05-16,2.13
2017-05-17,2.03
2017-05-18,2.04
2017-05-19,2.05
2017-05-22,2.06
2017-05-23,2.10
2017-05-24,2.07
2017-05-25,2.06
2017-05-26,2.06
2017-05-29,.
2017-05-30,2.02
2017-05-31,2.02
2017-06-01,2.02
2017-06-02,1.96
2017-06-05,1.99
2017-06-06,1.95
2017-06-07,1.99
2017-06-08,2.00
2017-06-09,2.02
2017-06-12,2.02
2017-06-13,2.02
2017-06-14,1.96
2017-06-15,1.98
2017-06-16,1.97
2017-06-19,2.02
2017-06-20,1.99
2017-06-21,2.00
2017-06-22,1.98
2017-06-23,1.98
2017-06-26,1.97
2017-06-27,2.04
2017-06-28,2.05
2017-06-29,2.10
2017-06-30,2.14
2017-07-03,2.19
2017-07-04,.
2017-07-05,2.17
2017-07-06,2.21
2017-07-07,2.22
2017-07-10,2.20
2017-07-11,2.18
2017-07-12,2.14
2017-07-13,2.16
2017-07-14,2.13
2017-07-17,2.12
2017-07-18,2.08
2017-07-19,2.09
2017-07-20,2.08
2017-07-21,2.05
2017-07-24,2.07
2017-07-25,2.15
2017-07-26,2.09
2017-07-27,2.12
2017-07-28,2.10
2017-07-31,2.11
2017-08-01,2.07
2017-08-02,2.08
2017-08-03,2.05
2017-08-04,2.08
2017-08-07,2.07
2017-08-08,2.10
2017-08-09,2.06
2017-08-10,2.03
2017-08-11,2.00
2017-08-14,2.04
2017-08-15,2.09
2017-08-16,2.04
2017-08-17,2.01
2017-08-18,2.01
2017-08-21,2.00
2017-08-22,2.04
2017-08-23,1.99
2017-08-24,2.01
2017-08-25,2.00
2017-08-28,1.99
2017-08-29,1.96
2017-08-30,1.97
2017-08-31,1.95
2017-09-01,1.99
2017-09-04,.
2017-09-05,1.90
2017-09-06,1.93
2017-09-07,1.88
2017-09-08,1.89
2017-09-11,1.96
2017-09-12,1.99
2017-09-13,2.01
2017-09-14,2.01
2017-09-15,2.04
2017-09-18,2.06
2017-09-19,2.07
2017-09-20,2.12
2017-09-21,2.11
2017-09-22,2.10
2017-09-25,2.07
2017-09-26,2.08
2017-09-27,2.14
2017-09-28,2.13
2017-09-29,2.16
2017-10-02,2.17
2017-10-03,2.15
2017-10-04,2.15
2017-10-05,2.17
2017-10-06,2.20
2017-10-09,.
2017-10-10,2.18
2017-10-11,2.17
2017-10-12,2.16
2017-10-13,2.12
2017-10-16,2.15
2017-10-17,2.15
2017-10-18,2.19
2017-10-19,2.18
2017-10-20,2.24
2017-10-23,2.22
2017-10-24,2.26
2017-10-25,2.28
2017-10-26,2.30
2017-10-27,2.26
2017-10-30,2.22
2017-10-31,2.23
2017-11-01,2.22
2017-11-02,2.21
2017-11-03,2.19
2017-11-06,2.17
2017-11-07,2.17
2017-11-08,2.19
2017-11-09,2.20
2017-11-10,2.27
2017-11-13,2.27
2017-11-14,2.26
2017-11-15,2.21
2017-11-16,2.25
2017-11-17,2.23
2017-11-20,2.26
2017-11-21,2.27
2017-11-22,2.22
2017-11-23,.
2017-11-24,2.23
2017-11-27,2.21
2017-11-28,2.24
2017-11-29,2.27
2017-11-30,2.31
2017-12-01,2.28
2017-12-04,2.29
2017-12-05,2.28
2017-12-06,2.25
2017-12-07,2.29
2017-12-08,2.29
2017-12-11,2.30
2017-12-12,2.32
2017-12-13,2.26
2017-12-14,2.27
2017-12-15,2.28
2017-12-18,2.30
2017-12-19,2.37
2017-12-20,2.40
2017-12-21,2.39
2017-12-22,2.40
2017-12-25,.
2017-12-26,2.38
2017-12-27,2.34
2017-12-28,2.36
2017-12-29,2.33
2018-01-01,.
2018-01-02,2.38
2018-01-03,2.37
2018-01-04,2.38
2018-01-05,2.40
2018-01-08,2.41
2018-01-09,2.46
2018-01-10,2.47
2018-01-11,2.46
2018-01-12,2.48
2018-01-15,.
2018-01-16,2.48
2018-01-17,2.51
2018-01-18,2.55
2018-01-19,2.57
2018-01-22,2.59
2018-01-23,2.55
2018-01-24,2.57
2018-01-25,2.55
2018-01-26,2.60
2018-01-29,2.63
2018-01-30,2.65
2018-01-31,2.66
2018-02-01,2.72
2018-02-02,2.76
2018-02-05,2.68
2018-02-06,2.70
2018-02-07,2.75
2018-02-08,2.76
2018-02-09,2.72
2018-02-12,2.77
2018-02-13,2.74
2018-02-14,2.84
2018-02-15,2.83
2018-02-16,2.81
2018-02-19,.
2018-02-20,2.81
2018-02-21,2.86
2018-02-22,2.84
2018-02-23,2.79
2018-02-26,2.77
2018-02-27,2.83
2018-02-28,2.80
2018-03-01,2.74
2018-03-02,2.79
2018-03-05,2.81
2018-03-06,2.81
2018-03-07,2.81
2018-03-08,2.79
2018-03-09,2.82
2018-03-12,2.79
2018-03-13,2.77
2018-03-14,2.75
2018-03-15,2.76
2018-03-16,2.78
2018-03-19,2.78
2018-03-20,2.82
2018-03-21,2.82
2018-03-22,2.76
2018-03-23,2.74
2018-03-26,2.78
2018-03-27,2.70
2018-03-28,2.72
2018-03-29,2.68
2018-03-30,.
2018-04-02,2.67
2018-04-03,2.73
2018-04-04,2.73
2018-04-05,2.76
2018-04-06,2.70
2018-04-09,2.72
2018-04-10,2.74
2018-04-11,2.72
2018-04-12,2.78
2018-04-13,2.77
2018-04-16,2.78
2018-04-17,2.77
2018-04-18,2.83
2018-04-19,2.87
2018-04-20,2.91
2018-04-23,2.94
2018-04-24,2.95
2018-04-25,2.97
2018-04-26,2.95
2018-04-27,2.92
2018-04-30,2.91
2018-05-01,2.93
2018-05-02,2.92
2018-05-03,2.90
2018-05-04,2.90
2018-05-07,2.90
2018-05-08,2.93
2018-05-09,2.96
2018-05-10,2.94
2018-05-11,2.94
2018-05-14,2.96
2018-05-15,3.04
2018-05-16,3.05
2018-05-17,3.07
2018-05-18,3.02
2018-05-21,3.02
2018-05-22,3.02
2018-05-23,2.95
2018-05-24,2.93
2018-05-25,2.88
2018-05-28,.
2018-05-29,2.71
2018-05-30,2.79
2018-05-31,2.78
2018-06-01,2.85
2018-06-04,2.89
2018-06-05,2.87
2018-06-06,2.93
2018-06-07,2.88
2018-06-08,2.88
2018-06-11,2.91
2018-06-12,2.91
2018-06-13,2.95
2018-06-14,2.90
2018-06-15,2.89
2018-06-18,2.89
2018-06-19,2.84
2018-06-20,2.89
2018-06-21,2.86
2018-06-22,2.86
2018-06-25,2.83
2018-06-26,2.84
2018-06-27,2.79
2018-06-28,2.81
2018-06-29,2.81
2018-07-02,2.83
2018-07-03,2.79
2018-07-04,.
2018-07-05,2.80
2018-07-06,2.78
2018-07-09,2.82
2018-07-10,2.83
2018-07-11,2.82
2018-07-12,2.83
2018-07-13,2.80
2018-07-16,2.82
2018-07-17,2.83
2018-07-18,2.84
2018-07-19,2.81
2018-07-20,2.85
2018-07-23,2.92
2018-07-24,2.91
2018-07-25,2.90
2018-07-26,2.95
2018-07-27,2.92
2018-07-30,2.94
2018-07-31,2.92
2018-08-01,2.96
2018-08-02,2.93
2018-08-03,2.91
2018-08-06,2.89
2018-08-07,2.92
2018-08-08,2.92
2018-08-09,2.89
2018-08-10,2.82
2018-08-13,2.82
2018-08-14,2.84
2018-08-15,2.81
2018-08-16,2.82
2018-08-17,2.82
2018-08-20,2.77
2018-08-21,2.80
2018-08-22,2.77
2018-08-23,2.78
2018-08-24,2.78
2018-08-27,2.81
2018-08-28,2.84
2018-08-29,2.85
2018-08-30,2.82
2018-08-31,2.81
2018-09-03,.
2018-09-04,2.85
2018-09-05,2.85
2018-09-06,2.83
2018-09-07,2.89
2018-09-10,2.89
2018-09-11,2.94
2018-09-12,2.93
2018-09-13,2.93
2018-09-14,2.96
2018-09-17,2.96
2018-09-18,3.01
2018-09-19,3.04
2018-09-20,3.03
2018-09-21,3.03
2018-09-24,3.04
2018-09-25,3.06
2018-09-26,3.02
2018-09-27,3.02
2018-09-28,3.01
2018-10-01,3.04
2018-10-02,3.01
2018-10-03,3.10
2018-10-04,3.14
2018-10-05,3.18
2018-10-08,.
2018-10-09,3.15
2018-10-10,3.15
2018-10-11,3.09
2018-10-12,3.09
2018-10-15,3.10
2018-10-16,3.10
2018-10-17,3.13
2018-10-18,3.11
2018-10-19,3.14
2018-10-22,3.13
2018-10-23,3.10
2018-10-24,3.02
2018-10-25,3.07
2018-10-26,3.00
2018-10-29,3.00
2018-10-30,3.03
2018-10-31,3.07
2018-11-01,3.06
2018-11-02,3.13
2018-11-05,3.12
2018-11-06,3.14
2018-11-07,3.15
2018-11-08,3.17
2018-11-09,3.13
2018-11-12,.
2018-11-13,3.07
2018-11-14,3.04
2018-11-15,3.02
2018-11-16,2.99
2018-11-19,2.97
2018-11-20,2.97
2018-11-21,2.98
2018-11-22,.
2018-11-23,2.97
2018-11-26,2.98
2018-11-27,2.98
2018-11-28,2.97
2018-11-29,2.94
2018-11-30,2.92
2018-12-03,2.90
2018-12-04,2.84
2018-12-05,.
2018-12-06,2.80
2018-12-07,2.77
2018-12-10,2.77
2018-12-11,2.81
2018-12-12,2.84
2018-12-13,2.83
2018-12-14,2.81
2018-12-17,2.77
2018-12-18,2.74
2018-12-19,2.69
2018-12-20,2.72
2018-12-21,2.72
2018-12-24,2.66
2018-12-25,.
2018-12-26,2.74
2018-12-27,2.68
2018-12-28,2.63
2018-12-31,2.59
2019-01-01,.
2019-01-02,2.56
2019-01-03,2.44
2019-01-04,2.56
2019-01-07,2.60
2019-01-08,2.63
2019-01-09,2.64
2019-01-10,2.63
2019-01-11,2.60
2019-01-14,2.60
2019-01-15,2.61
2019-01-16,2.62
2019-01-17,2.66
2019-01-18,2.70
2019-01-21,.
2019-01-22,2.65
2019-01-23,2.66
2019-01-24,2.62
2019-01-25,2.66
2019-01-28,2.65
2019-01-29,2.61
2019-01-30,2.58
2019-01-31,2.51
2019-02-01,2.59
2019-02-04,2.62
2019-02-05,2.60
2019-02-06,2.59
2019-02-07,2.54
2019-02-08,2.53
2019-02-11,2.56
2019-02-12,2.58
2019-02-13,2.61
2019-02-14,2.56
2019-02-15,2.57
2019-02-18,.
2019-02-19,2.55
2019-02-20,2.55
2019-02-21,2.59
2019-02-22,2.55
2019-02-25,2.57
2019-02-26,2.54
2019-02-27,2.59
2019-02-28,2.63
2019-03-01,2.67
2019-03-04,2.63
2019-03-05,2.63
2019-03-06,2.59
2019-03-07,2.54
2019-03-08,2.51
2019-03-11,2.53
2019-03-12,2.50
2019-03-13,2.51
2019-03-14,2.53
2019-03-15,2.49
2019-03-18,2.51
2019-03-19,2.51
2019-03-20,2.44
2019-03-21,2.44
2019-03-22,2.34
2019-03-25,2.32
2019-03-26,2.29
2019-03-27,2.28
2019-03-28,2.29
2019-03-29,2.31
2019-04-01,2.40
2019-04-02,2.38
2019-04-03,2.42
2019-04-04,2.41
2019-04-05,2.40
2019-04-08,2.42
2019-04-09,2.40
2019-04-10,2.37
2019-04-11,2.40
2019-04-12,2.47
2019-04-15,2.46
2019-04-16,2.50
2019-04-17,2.49
2019-04-18,2.46
2019-04-19,.
2019-04-22,2.49
2019-04-23,2.46
2019-04-24,2.41
2019-04-25,2.42
2019-04-26,2.39
2019-04-29,2.42
2019-04-30,2.39
2019-05-01,2.41
2019-05-02,2.44
2019-05-03,2.43
2019-05-06,2.40
2019-05-07,2.35
2019-05-08,2.38
2019-05-09,2.34
2019-05-10,2.37
2019-05-13,2.28
2019-05-14,2.30
2019-05-15,2.25
2019-05-16,2.28
2019-05-17,2.27
2019-05-20,2.30
2019-05-21,2.33
2019-05-22,2.28
2019-05-23,2.20
2019-05-24,2.22
2019-05-27,.
2019-05-28,2.16
2019-05-29,2.16
2019-05-30,2.12
2019-05-31,2.03
2019-06-03,1.95
2019-06-04,2.01
2019-06-05,2.00
2019-06-06,2.01
2019-06-07,1.97
2019-06-10,2.03
2019-06-11,2.03
2019-06-12,2.00
2019-06-13,1.96
2019-06-14,1.96
2019-06-17,1.96
2019-06-18,1.93
2019-06-19,1.89
2019-06-20,1.87
2019-06-21,1.93
2019-06-24,1.88
2019-06-25,1.86
2019-06-26,1.92
2019-06-27,1.88
2019-06-28,1.87
2019-07-01,1.90
2019-07-02,1.85
2019-07-03,1.83
2019-07-04,.
2019-07-05,1.93
2019-07-08,1.94
2019-07-09,1.96
2019-07-10,1.93
2019-07-11,1.99
2019-07-12,1.98
2019-07-15,1.96
2019-07-16,2.00
2019-07-17,1.94
2019-07-18,1.89
2019-07-19,1.91
2019-07-22,1.92
2019-07-23,1.94
2019-07-24,1.93
2019-07-25,1.95
2019-07-26,1.95
2019-07-29,1.93
2019-07-30,1.93
2019-07-31,1.92
2019-08-01,1.77
2019-08-02,1.75
2019-08-05,1.63
2019-08-06,1.62
2019-08-07,1.60
2019-08-08,1.62
2019-08-09,1.65
2019-08-12,1.56
2019-08-13,1.62
2019-08-14,1.55
2019-08-15,1.47
2019-08-16,1.49
2019-08-19,1.54
2019-08-20,1.49
2019-08-21,1.54
2019-08-22,1.56
2019-08-23,1.46
2019-08-26,1.49
2019-08-27,1.44
2019-08-28,1.42
2019-08-29,1.46
2019-08-30,1.45
2019-09-02,.
2019-09-03,1.42
2019-09-04,1.40
2019-09-05,1.51
2019-09-06,1.50
2019-09-09,1.57
2019-09-10,1.66
2019-09-11,1.68
2019-09-12,1.72
2019-09-13,1.83
2019-09-16,1.77
2019-09-17,1.75
2019-09-18,1.76
2019-09-19,1.73
2019-09-20,1.68
2019-09-23,1.65
2019-09-24,1.58
2019-09-25,1.66
2019-09-26,1.65
2019-09-27,1.62
2019-09-30,1.62
2019-10-01,1.59
2019-10-02,1.53
2019-10-03,1.45
2019-10-04,1.43
2019-10-07,1.47
2019-10-08,1.45
2019-10-09,1.50
2019-10-10,1.57
2019-10-11,1.68
2019-10-14,.
2019-10-15,1.68
2019-10-16,1.65
2019-10-17,1.66
2019-10-18,1.66
2019-10-21,1.70
2019-10-22,1.68
2019-10-23,1.67
2019-10-24,1.67
2019-10-25,1.71
2019-10-28,1.75
2019-10-29,1.74
2019-10-30,1.69
2019-10-31,1.60
2019-11-01,1.63
2019-11-04,1.69
2019-11-05,1.77
2019-11-06,1.73
2019-11-07,1.84
2019-11-08,1.86
2019-11-11,.
2019-11-12,1.84
2019-11-13,1.79
2019-11-14,1.73
2019-11-15,1.75
2019-11-18,1.73
2019-11-19,1.71
2019-11-20,1.66
2019-11-21,1.71
2019-11-22,1.71
2019-11-25,1.71
2019-11-26,1.68
2019-11-27,1.71
2019-11-28,.
2019-11-29,1.73
2019-12-02,1.77
2019-12-03,1.65
2019-12-04,1.71
2019-12-05,1.73
2019-12-06,1.78
2019-12-09,1.77
2019-12-10,1.78
2019-12-11,1.74
2019-12-12,1.84
2019-12-13,1.76
2019-12-16,1.82
2019-12-17,1.82
2019-12-18,1.86
2019-12-19,1.84
2019-12-20,1.84
2019-12-23,1.86
2019-12-24,1.83
2019-12-25,.
2019-12-26,1.85
2019-12-27,1.80
2019-12-30,1.81
2019-12-31,1.83
2020-01-01,.
2020-01-02,1.79
2020-01-03,1.71
2020-01-06,1.72
2020-01-07,1.74
2020-01-08,1.78
2020-01-09,1.77
2020-01-10,1.74
2020-01-13,1.76
2020-01-14,1.74
2020-01-15,1.71
2020-01-16,1.73
2020-01-17,1.74
2020-01-20,.
2020-01-21,1.69
2020-01-22,1.68
2020-01-23,1.65
2020-01-24,1.61
2020-01-27,1.52
2020-01-28,1.56
2020-01-29,1.51
2020-01-30,1.49
2020-01-31,1.42
2020-02-03,1.45
2020-02-04,1.52
2020-02-05,1.57
2020-02-06,1.56
2020-02-07,1.51
2020-02-10,1.47
2020-02-11,1.50
2020-02-12,1.55
2020-02-13,1.53
2020-02-14,1.51
2020-02-17,.
2020-02-18,1.48
2020-02-19,1.50
2020-02-20,1.45
2020-02-21,1.39
2020-02-24,1.30
2020-02-25,1.25
2020-02-26,1.25
2020-02-27,1.22
2020-02-28,1.03
2020-03-02,1.01
2020-03-03,0.91
2020-03-04,0.90
2020-03-05,0.81
2020-03-06,0.69
2020-03-09,0.56
2020-03-10,0.73
2020-03-11,0.78
2020-03-12,0.82
2020-03-13,0.89
2020-03-16,0.67
2020-03-17,0.91
2020-03-18,1.08
2020-03-19,1.00
2020-03-20,0.82
2020-03-23,0.63
2020-03-24,0.75
2020-03-25,0.77
2020-03-26,0.72
2020-03-27,0.60
2020-03-30,0.57
2020-03-31,0.55
2020-04-01,0.51
2020-04-02,0.53
2020-04-03,0.52
2020-04-06,0.58
2020-04-07,0.64
2020-04-08,0.65
2020-04-09,0.60
2020-04-10,.
2020-04-13,0.63
2020-04-14,0.61
2020-04-15,0.49
2020-04-16,0.50
2020-04-17,0.53
2020-04-20,0.51
2020-04-21,0.48
2020-04-22,0.52
2020-04-23,0.51
2020-04-24,0.51
2020-04-27,0.56
2020-04-28,0.52
2020-04-29,0.52
2020-04-30,0.53
2020-05-01,0.53
2020-05-04,0.52
2020-05-05,0.53
2020-05-06,0.57
2020-05-07,0.49
2020-05-08,0.53
2020-05-11,0.56
2020-05-12,0.53
2020-05-13,0.50
2020-05-14,0.48
2020-05-15,0.49
2020-05-18,0.57
2020-05-19,0.54
2020-05-20,0.53
2020-05-21,0.53
2020-05-22,0.51
2020-05-25,.
2020-05-26,0.53
2020-05-27,0.52
2020-05-28,0.54
2020-05-29,0.50
2020-06-01,0.50
2020-06-02,0.52
2020-06-03,0.59
2020-06-04,0.63
2020-06-05,0.71
2020-06-08,0.69
2020-06-09,0.65
2020-06-10,0.56
2020-06-11,0.51
2020-06-12,0.54
2020-06-15,0.54
2020-06-16,0.56
2020-06-17,0.55
2020-06-18,0.54
2020-06-19,0.53
2020-06-22,0.54
2020-06-23,0.54
2020-06-24,0.52
2020-06-25,0.53
2020-06-26,0.49
2020-06-29,0.47
2020-06-30,0.49
2020-07-01,0.52
2020-07-02,0.50
2020-07-03,.
2020-07-06,0.51
2020-07-07,0.48
2020-07-08,0.49
2020-07-09,0.46
2020-07-10,0.49
2020-07-13,0.48
2020-07-14,0.47
2020-07-15,0.47
2020-07-16,0.46
2020-07-17,0.47
2020-07-20,0.47
2020-07-21,0.45
2020-07-22,0.45
2020-07-23,0.44
2020-07-24,0.44
2020-07-27,0.46
2020-07-28,0.44
2020-07-29,0.43
2020-07-30,0.40
2020-07-31,0.39
2020-08-03,0.40
2020-08-04,0.36
2020-08-05,0.39
2020-08-06,0.39
2020-08-07,0.41
2020-08-10,0.42
2020-08-11,0.46
2020-08-12,0.50
2020-08-13,0.52
2020-08-14,0.51
2020-08-17,0.49
2020-08-18,0.47
2020-08-19,0.48
2020-08-20,0.46
2020-08-21,0.46
2020-08-24,0.47
2020-08-25,0.49
2020-08-26,0.50
2020-08-27,0.53
2020-08-28,0.51
2020-08-31,0.50
2020-09-01,0.46
2020-09-02,0.45
2020-09-03,0.43
2020-09-04,0.50
2020-09-07,.
2020-09-08,0.47
2020-09-09,0.48
2020-09-10,0.46
2020-09-11,0.45
2020-09-14,0.46
2020-09-15,0.46
2020-09-16,0.47
2020-09-17,0.47
2020-09-18,0.48
2020-09-21,0.46
2020-09-22,0.46
2020-09-23,0.46
2020-09-24,0.46
2020-09-25,0.45
2020-09-28,0.46
2020-09-29,0.44
2020-09-30,0.47
2020-10-01,0.46
2020-10-02,0.48
2020-10-05,0.55
2020-10-06,0.53
2020-10-07,0.56
2020-10-08,0.54
2020-10-09,0.55
2020-10-12,.
2020-10-13,0.52
2020-10-14,0.51
2020-10-15,0.52
2020-10-16,0.53
2020-10-19,0.54
2020-10-20,0.57
2020-10-21,0.58
2020-10-22,0.62
2020-10-23,0.61
2020-10-26,0.58
2020-10-27,0.56
2020-10-28,0.56
2020-10-29,0.61
2020-10-30,0.64
2020-11-02,0.63
2020-11-03,0.65
2020-11-04,0.55
2020-11-05,0.56
2020-11-06,0.59
2020-11-09,0.70
2020-11-10,0.72
2020-11-11,.
2020-11-12,0.64
2020-11-13,0.65
2020-11-16,0.66
2020-11-17,0.63
2020-11-18,0.64
2020-11-19,0.63
2020-11-20,0.62
2020-11-23,0.64
2020-11-24,0.65
2020-11-25,0.65
2020-11-26,.
2020-11-27,0.61
2020-11-30,0.62
2020-12-01,0.68
2020-12-02,0.69
2020-12-03,0.67
2020-12-04,0.70
2020-12-07,0.67
2020-12-08,0.65
2020-12-09,0.68
2020-12-10,0.65
2020-12-11,0.63
2020-12-14,0.63
2020-12-15,0.64
2020-12-16,0.64
2020-12-17,0.66
2020-12-18,0.67
2020-12-21,0.66
2020-12-22,0.64
2020-12-23,0.67
2020-12-24,0.66
2020-12-25,.
2020-12-28,0.65
2020-12-29,0.66
2020-12-30,0.66
2020-12-31,0.65
2021-01-01,.
2021-01-04,0.64
2021-01-05,0.66
2021-01-06,0.74
2021-01-07,0.78
2021-01-08,0.81
2021-01-11,0.84
2021-01-12,0.83
2021-01-13,0.80
2021-01-14,0.82
2021-01-15,0.78
2021-01-18,.
2021-01-19,0.78
2021-01-20,0.78
2021-01-21,0.79
2021-01-22,0.77
2021-01-25,0.73
2021-01-26,0.74
2021-01-27,0.72
2021-01-28,0.75
2021-01-29,0.79
2021-02-01,0.76
2021-02-02,0.79
2021-02-03,0.81
2021-02-04,0.81
2021-02-05,0.83
2021-02-08,0.83
2021-02-09,0.83
2021-02-10,0.80
2021-02-11,0.81
2021-02-12,0.85
2021-02-15,.
2021-02-16,0.94
2021-02-17,0.94
2021-02-18,0.94
2021-02-19,0.98
2021-02-22,1.00
2021-02-23,1.00
2021-02-24,1.02
2021-02-25,1.23
2021-02-26,1.15
2021-03-01,1.12
2021-03-02,1.08
2021-03-03,1.14
2021-03-04,1.21
2021-03-05,1.23
2021-03-08,1.28
2021-03-09,1.23
2021-03-10,1.20
2021-03-11,1.20
2021-03-12,1.30
2021-03-15,1.28
2021-03-16,1.28
2021-03-17,1.27
2021-03-18,1.35
2021-03-19,1.38
2021-03-22,1.34
2021-03-23,1.29
2021-03-24,1.27
2021-03-25,1.29
2021-03-26,1.32
2021-03-29,1.37
2021-03-30,1.39
2021-03-31,1.40
2021-04-01,1.37
2021-04-02,1.42
2021-04-05,1.40
2021-04-06,1.34
2021-04-07,1.34
2021-04-08,1.30
2021-04-09,1.33
2021-04-12,1.35
2021-04-13,1.29
2021-04-14,1.31
2021-04-15,1.24
2021-04-16,1.26
2021-04-19,1.28
2021-04-20,1.25
2021-04-21,1.24
2021-04-22,1.24
2021-04-23,1.26
2021-04-26,1.27
2021-04-27,1.32
2021-04-28,1.31
2021-04-29,1.32
2021-04-30,1.32
2021-05-03,1.29
2021-05-04,1.28
2021-05-05,1.25
2021-05-06,1.25
2021-05-07,1.24
2021-05-10,1.27
2021-05-11,1.28
2021-05-12,1.34
2021-05-13,1.31
2021-05-14,1.29
2021-05-17,1.30
2021-05-18,1.29
2021-05-19,1.34
2021-05-20,1.29
2021-05-21,1.29
2021-05-24,1.28
2021-05-25,1.23
2021-05-26,1.24
2021-05-27,1.28
2021-05-28,1.24
2021-05-31,.
2021-06-01,1.28
2021-06-02,1.26
2021-06-03,1.30
2021-06-04,1.23
2021-06-07,1.24
2021-06-08,1.20
2021-06-09,1.17
2021-06-10,1.14
2021-06-11,1.16
2021-06-14,1.20
2021-06-15,1.21
2021-06-16,1.29
2021-06-17,1.27
2021-06-18,1.22
2021-06-21,1.25
2021-06-22,1.23
2021-06-23,1.25
2021-06-24,1.26
2021-06-25,1.29
2021-06-28,1.25
2021-06-29,1.24
2021-06-30,1.21
2021-07-01,1.24
2021-07-02,1.19
2021-07-05,.
2021-07-06,1.13
2021-07-07,1.09
2021-07-08,1.06
2021-07-09,1.12
2021-07-12,1.13
2021-07-13,1.16
2021-07-14,1.11
2021-07-15,1.07
2021-07-16,1.08
2021-07-19,0.97
2021-07-20,0.98
2021-07-21,1.05
2021-07-22,1.02
2021-07-23,1.04
2021-07-26,1.04
2021-07-27,1.01
2021-07-28,1.01
2021-07-29,1.04
2021-07-30,1.00
2021-08-02,0.96
2021-08-03,0.95
2021-08-04,0.96
2021-08-05,1.01
2021-08-06,1.07
2021-08-09,1.09
2021-08-10,1.12
2021-08-11,1.11
2021-08-12,1.13
2021-08-13,1.08
2021-08-16,1.04
2021-08-17,1.05
2021-08-18,1.06
2021-08-19,1.04
2021-08-20,1.06
2021-08-23,1.05
2021-08-24,1.08
2021-08-25,1.13
2021-08-26,1.13
2021-08-27,1.09
2021-08-30,1.07
2021-08-31,1.08
2021-09-01,1.08
2021-09-02,1.07
2021-09-03,1.09
2021-09-06,.
2021-09-07,1.14
2021-09-08,1.11
2021-09-09,1.08
2021-09-10,1.12
2021-09-13,1.11
2021-09-14,1.07
2021-09-15,1.10
2021-09-16,1.13
2021-09-17,1.17
2021-09-20,1.12
2021-09-21,1.13
2021-09-22,1.13
2021-09-23,1.22
2021-09-24,1.27
2021-09-27,1.30
2021-09-28,1.34
2021-09-29,1.34
2021-09-30,1.32
2021-10-01,1.26
2021-10-04,1.27
2021-10-05,1.32
2021-10-06,1.32
2021-10-07,1.36
2021-10-08,1.39
2021-10-11,.
2021-10-12,1.39
2021-10-13,1.38
2021-10-14,1.34
2021-10-15,1.42
2021-10-18,1.43
2021-10-19,1.47
2021-10-20,1.46
2021-10-21,1.52
2021-10-22,1.49
2021-10-25,1.47
2021-10-26,1.46
2021-10-27,1.41
2021-10-28,1.44
2021-10-29,1.44
2021-11-01,1.46
2021-11-02,1.42
2021-11-03,1.46
2021-11-04,1.37
2021-11-05,1.30
2021-11-08,1.38
2021-11-09,1.32
2021-11-10,1.45
2021-11-11,.
2021-11-12,1.47
2021-11-15,1.51
2021-11-16,1.52
2021-11-17,1.49
2021-11-18,1.47
2021-11-19,1.45
2021-11-22,1.55
2021-11-23,1.58
2021-11-24,1.58
2021-11-25,.
2021-11-26,1.40
2021-11-29,1.42
2021-11-30,1.36
2021-12-01,1.35
2021-12-02,1.38
2021-12-03,1.29
2021-12-06,1.38
2021-12-07,1.43
2021-12-08,1.44
2021-12-09,1.42
2021-12-10,1.42
2021-12-13,1.37
2021-12-14,1.39
2021-12-15,1.42
2021-12-16,1.36
2021-12-17,1.34
2021-12-20,1.34
2021-12-21,1.40
2021-12-22,1.39
